	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YJL136C	gene-YJL136C	3379.43139408584	2.57115352305503	0.494953528858373	5.19473722914046	2.0500920035845e-07	9.33415524564957e-07
gene-YBL029W	gene-YBL029W	757.407617639869	2.25354307869314	0.433982229280441	5.19270819551667	2.07256895898812e-07	9.42179518194211e-07
gene-YMR261C	gene-YMR261C	301.765731914915	-2.76003832223829	0.531520461339773	-5.19272261933478	2.07240833943847e-07	9.42179518194211e-07
gene-YJR096W	gene-YJR096W	422.148494309839	-2.57682540068871	0.49643679973382	-5.19064139094917	2.09570910578735e-07	9.51957513656091e-07
gene-YIL154C	gene-YIL154C	700.372489762714	-2.28512274904208	0.440309467809737	-5.1898106129971	2.10508075736447e-07	9.55470947180125e-07
gene-YOL101C	gene-YOL101C	157.669752325561	-3.32372067212694	0.64056157249943	-5.18876063569969	2.11698305412102e-07	9.60126657879131e-07
gene-YCR083W	gene-YCR083W	521.673327054685	-2.70649244784618	0.521908833230172	-5.18575711986956	2.15139040568223e-07	9.74974052637202e-07
gene-YHR144C	gene-YHR144C	97.1278643468729	3.94797380020829	0.761334514340575	5.18559677230423	2.15324241301404e-07	9.75056319997126e-07
gene-YDR298C	gene-YDR298C	1795.93704329139	-2.29122154911237	0.441950534638691	-5.18433935369152	2.1678190493468e-07	9.80896107832346e-07
gene-YIL156W-B	gene-YIL156W-B	278.816397979916	-2.39392737929928	0.461841198823708	-5.18344267552684	2.1782719955013e-07	9.84862404162749e-07
gene-YGL111W	gene-YGL111W	838.829730923704	2.08127499686726	0.401542327997352	5.18320199827347	2.1810859497384e-07	9.85371415528098e-07
gene-YMR030W	gene-YMR030W	387.872814715218	-2.58525313421972	0.49889728429061	-5.18193466997065	2.19596136318741e-07	9.91324553513141e-07
gene-YLR270W	gene-YLR270W	757.475998065129	-2.39154835187917	0.462320509323736	-5.17292290445309	2.30460120402383e-07	1.03956392796654e-06
gene-YMR099C	gene-YMR099C	925.139431959865	-2.14204893383612	0.414214978506808	-5.17134590728209	2.32413883353462e-07	1.04756744180244e-06
gene-YNL164C	gene-YNL164C	172.198053850343	2.60915915057882	0.504744784548098	5.16926421124851	2.35017443019011e-07	1.05848519668362e-06
gene-YER152C	gene-YER152C	177.328986134944	-2.51147543142091	0.486128903494423	-5.16627465136872	2.38805807950829e-07	1.07471819661449e-06
gene-YOL065C	gene-YOL065C	99.0904494836611	-2.97832865824147	0.576945108268632	-5.16223920708715	2.44013195031706e-07	1.09730741093996e-06
gene-YKL110C	gene-YKL110C	457.609385145998	2.16595495101723	0.419693028099096	5.16080755695997	2.4588684296604e-07	1.10488183402061e-06
gene-YPL131W	gene-YPL131W	12010.7014547673	2.65001992905374	0.51351106444719	5.16058973706158	2.46173126460877e-07	1.10531733780934e-06
gene-YKR044W	gene-YKR044W	212.439403427245	2.32389277624941	0.450375620290088	5.15989914097167	2.47082916186861e-07	1.10854956324574e-06
gene-YML004C	gene-YML004C	2039.18760946036	-2.26835800202808	0.439636856146717	-5.15961746681011	2.47454924931154e-07	1.10936589617753e-06
gene-YJR080C	gene-YJR080C	337.416299978073	-2.55124742193481	0.494823476908175	-5.1558738438925	2.52450826400208e-07	1.13089445410439e-06
gene-YDR294C	gene-YDR294C	617.610633469894	-2.13900962840597	0.414953095188814	-5.15482268527885	2.53871037490501e-07	1.1363843909755e-06
gene-YBR137W	gene-YBR137W	323.585169440679	-2.50655502486956	0.486301498170884	-5.15432305739838	2.54548783303503e-07	1.13775541490981e-06
gene-YOL110W	gene-YOL110W	189.747044291919	-2.54826338078637	0.494394713886524	-5.15430952073501	2.54567170099746e-07	1.13775541490981e-06
gene-YOR125C	gene-YOR125C	261.027654923279	-2.39537368507405	0.464801212099772	-5.15354440289169	2.5560851479224e-07	1.14153550179213e-06
gene-YOL117W	gene-YOL117W	190.084464454119	-2.48685257792916	0.482611315638094	-5.1529097999725	2.56475346053247e-07	1.14453103586606e-06
gene-YDR240C	gene-YDR240C	128.514079589191	2.61842571394993	0.508182907936097	5.15252613391553	2.5700078850322e-07	1.14599969632796e-06
gene-YDL194W	gene-YDL194W	329.704856651555	-2.33052081929453	0.452435953601182	-5.15105132725342	2.59030279177893e-07	1.15416774012318e-06
gene-YBR084C-A	gene-YBR084C-A	5245.03200208809	2.03029296445213	0.394212716949819	5.15024725777827	2.60143276007904e-07	1.15824279333191e-06
gene-YLR271W	gene-YLR271W	146.380042266419	-2.56307893146109	0.497807491379339	-5.14873515534939	2.6224885990089e-07	1.1667275878365e-06
gene-YJL036W	gene-YJL036W	304.410252522515	-2.25894070636552	0.438808975077816	-5.14789084695666	2.63431700847841e-07	1.17020611708436e-06
gene-YKL197C	gene-YKL197C	162.259304739749	-2.70392314803952	0.525240859835079	-5.14796801773672	2.63323374178268e-07	1.17020611708436e-06
gene-YGR132C	gene-YGR132C	1090.31227368263	-2.083041212312	0.404656065335265	-5.14768315800766	2.63723453179352e-07	1.17061125186911e-06
gene-YDR009W	gene-YDR009W	103.084758975251	-2.92251471880892	0.568113537041761	-5.14424411364465	2.68600083741551e-07	1.19135158723361e-06
gene-YBR171W	gene-YBR171W	320.967283328591	2.28148554326458	0.443792917601323	5.14087866835706	2.73456606340879e-07	1.21197130691854e-06
gene-YDR228C	gene-YDR228C	168.1473355291	2.3641418415587	0.460511225198904	5.13373336456149	2.84050438889133e-07	1.25796844597562e-06
gene-YHL015W	gene-YHL015W	9285.26195686397	2.83367088692616	0.552094297888733	5.1325849547123	2.85789659981432e-07	1.2647113307897e-06
gene-YHR020W	gene-YHR020W	1421.60409982373	2.52027418374706	0.491366452249894	5.12911325591542	2.91110172803981e-07	1.28728036261882e-06
gene-YBR052C	gene-YBR052C	277.013430108427	-2.86556566684475	0.558959238142866	-5.12660936844975	2.95006714849991e-07	1.30352323586631e-06
gene-YMR143W	gene-YMR143W	3881.38208569792	2.52589799164374	0.492864717690038	5.12493165159425	2.97645699822811e-07	1.31418906948998e-06
gene-YML081C-A	gene-YML081C-A	1079.81103307775	-2.06388616601554	0.402924835326863	-5.12226099029428	3.0189363574344e-07	1.33193737855968e-06
gene-YMR069W	gene-YMR069W	53.3484527074106	3.23684376204686	0.632029791611663	5.12134681783428	3.03361115429202e-07	1.33740092957723e-06
gene-YGR201C	gene-YGR201C	862.170969082029	-3.04639367139159	0.595280388387504	-5.11757775129073	3.09484496795495e-07	1.36336679833608e-06
gene-YOR261C	gene-YOR261C	1464.21046883071	-2.11144979561418	0.413042348458027	-5.11194506688396	3.18858558324838e-07	1.40360286948875e-06
gene-YLR053C	gene-YLR053C	270.729961847144	-2.67780820235992	0.524206311140136	-5.10830973502733	3.2505349571572e-07	1.42979446457623e-06
gene-YHR027C	gene-YHR027C	1276.10523475663	-2.03444856822397	0.398286671112362	-5.10800063316711	3.25585560618764e-07	1.43105641365341e-06
gene-YML046W	gene-YML046W	177.303675150843	2.35312923970604	0.460712926902805	5.10758240608792	3.26306804129735e-07	1.43314734063601e-06
gene-YAR007C	gene-YAR007C	171.146568291957	-3.15914247127533	0.618573311602752	-5.10714318257581	3.27065916998243e-07	1.43540132144266e-06
gene-YDL199C	gene-YDL199C	214.457147209463	-2.94733852104589	0.577145874474656	-5.10674796684406	3.2775042791229e-07	1.43732475411272e-06
gene-YNR039C	gene-YNR039C	341.485823711723	2.37896935151664	0.466264609026419	5.10218726762047	3.35750271921286e-07	1.47130205495837e-06
gene-YLR143W	gene-YLR143W	102.300858018861	2.66530840692688	0.522682753763572	5.09928515478147	3.40938602962252e-07	1.49291719841761e-06
gene-YDR326C	gene-YDR326C	290.467452896132	2.27680292332905	0.446668761613456	5.09729607036942	3.44539252220356e-07	1.5075529349402e-06
gene-YLR267W	gene-YLR267W	452.645863373503	-4.06798811600888	0.798846744470877	-5.09232608653034	3.53697102969674e-07	1.54646441201048e-06
gene-YBR140C	gene-YBR140C	533.786623001178	-2.35505517542767	0.462634556332492	-5.09053018887571	3.57063716314702e-07	1.56001565279111e-06
gene-YIL148W	gene-YIL148W	6149.78346154194	2.16432760918556	0.425689230842338	5.08429025771421	3.69003277225259e-07	1.61097391859673e-06
gene-YKL061W	gene-YKL061W	173.295717709008	-2.49675402134124	0.492259491395892	-5.07202819850407	3.93598046699979e-07	1.71706412450507e-06
gene-YIR026C	gene-YIR026C	385.07570334741	2.62100415799469	0.517736956040096	5.06242432072342	4.13958409439853e-07	1.80453714406305e-06
gene-YOL011W	gene-YOL011W	448.95907902925	2.08690693781125	0.412316311532914	5.06142221260305	4.16140520006365e-07	1.81269568304265e-06
gene-YOR303W	gene-YOR303W	4411.8442150156	2.34234772423166	0.46280978646185	5.06114562126863	4.16744754845971e-07	1.81397400002679e-06
gene-YHR072W-A	gene-YHR072W-A	1515.9620212584	2.00988269992868	0.397203268769776	5.06008600118956	4.19067418352051e-07	1.82272468026894e-06
gene-YBR143C	gene-YBR143C	2373.95100143571	2.14752460952726	0.424469069628599	5.0593194255739	4.20755515756874e-07	1.82870435254868e-06
gene-YKL215C	gene-YKL215C	964.403751264597	-2.55358696916506	0.50481148994985	-5.05849613173175	4.22575820337791e-07	1.83524930305929e-06
gene-YJL123C	gene-YJL123C	896.426293328983	-2.10292452878958	0.416002114829877	-5.05508134171281	4.30207370435179e-07	1.86700403065438e-06
gene-YDR517W	gene-YDR517W	323.521690883051	-2.24631314011411	0.444691397976615	-5.05139777907789	4.38588631936488e-07	1.90196273745414e-06
gene-YHR048W	gene-YHR048W	213.963120140938	2.50082264833574	0.495172864722543	5.05040325611745	4.40878353226191e-07	1.91047286398016e-06
gene-YGL176C	gene-YGL176C	96.1123946867933	2.66672828601999	0.528139712096902	5.04928568130605	4.43465141071549e-07	1.92025669765181e-06
gene-YML127W	gene-YML127W	252.842357391321	2.43263712414969	0.481872335134202	5.04830210572723	4.4575387662633e-07	1.92873638092505e-06
gene-YDL067C	gene-YDL067C	1505.11363423298	-2.00619277350512	0.397514439593039	-5.04684251359268	4.49171294657598e-07	1.94208359030844e-06
gene-YLR132C	gene-YLR132C	46.1071902696286	-3.97482725227343	0.787646202587994	-5.04646278902027	4.50064497802895e-07	1.94450516186195e-06
gene-YOR129C	gene-YOR129C	175.508792363633	2.37222712026414	0.470429666511649	5.04268180587925	4.59052251961007e-07	1.98186981856242e-06
gene-YOL006C	gene-YOL006C	612.736678768585	2.09284359913048	0.415175849459189	5.04086064219929	4.63442868783618e-07	1.99934665564669e-06
gene-YLR179C	gene-YLR179C	303.783907956161	2.29913074738173	0.456345851947013	5.03813223583039	4.70096629953063e-07	2.02505832401183e-06
gene-YDL081C	gene-YDL081C	5101.53165996583	2.29596117069599	0.455706516937899	5.03824519807969	4.69819329903759e-07	2.02505832401183e-06
gene-YKL052C	gene-YKL052C	242.529825151819	2.23255415061114	0.443838178494654	5.0301084016323	4.90202608280341e-07	2.11011255496486e-06
gene-YBL061C	gene-YBL061C	278.91531574155	2.15186403279094	0.428281395396708	5.02441632048413	5.04965909987903e-07	2.17206043964583e-06
gene-YLR049C	gene-YLR049C	133.216311980351	-3.09441221091347	0.616368213279197	-5.02039551074609	5.15651950263683e-07	2.21639207193602e-06
gene-YMR130W	gene-YMR130W	93.6621153383458	2.60976924944441	0.519978262201772	5.01899682958615	5.19420069954715e-07	2.23094551017342e-06
gene-YJL079C	gene-YJL079C	703.555809487085	-2.48395094967385	0.495013778263758	-5.01794305278978	5.22276523135291e-07	2.24156475407404e-06
gene-YNL336W	gene-YNL336W	77.0499317527808	-3.10615707150362	0.619345876377662	-5.0152220107938	5.29722630579877e-07	2.27185231057659e-06
gene-YNL036W	gene-YNL036W	1020.20855618304	-2.04539983085343	0.407886546692732	-5.01462930669853	5.31358083655969e-07	2.27719319698964e-06
gene-YAR002W	gene-YAR002W	548.754290349908	2.06592726014279	0.412340398885053	5.01024703310408	5.43602107651486e-07	2.32795708170339e-06
gene-YLR151C	gene-YLR151C	105.150909078638	-2.69472868152502	0.537950949173703	-5.00924607655055	5.46436694051327e-07	2.3366673869433e-06
gene-YBL075C	gene-YBL075C	4720.74526585841	-3.77816803692325	0.754220624228409	-5.00936717394653	5.46093004791603e-07	2.3366673869433e-06
gene-YER148W	gene-YER148W	1116.75304953527	2.01502710688829	0.402691434816319	5.00389859994766	5.61823176740957e-07	2.40070416005635e-06
gene-YOR361C	gene-YOR361C	2001.3784903613	2.262349291228	0.452236400005191	5.00258115269367	5.65677564893155e-07	2.41540595924019e-06
gene-YOR283W	gene-YOR283W	886.619763097183	2.08739808020171	0.417629214345774	4.99820895784713	5.78652612605659e-07	2.46900241211932e-06
gene-YDR245W	gene-YDR245W	604.02279935357	2.04072536297596	0.408821313037781	4.99172938859811	5.98410575907721e-07	2.5514408557877e-06
gene-YLR108C	gene-YLR108C	79.2333090593802	2.65324846007495	0.531993981185565	4.98736556034356	6.12081836706005e-07	2.60592391017721e-06
gene-YNL256W	gene-YNL256W	361.591955274835	2.10608192275993	0.422276478177258	4.98744787266096	6.11821200107225e-07	2.60592391017721e-06
gene-YKL162C	gene-YKL162C	114.964827624803	-3.03513183292785	0.608653704392438	-4.98663166103217	6.1441041692038e-07	2.61393119793313e-06
gene-YPR074C	gene-YPR074C	2487.4215879916	3.30815368053786	0.663452920118311	4.98626742037389	6.15569279912895e-07	2.61695403266684e-06
gene-YGL189C	gene-YGL189C	6692.31880450963	2.17530534197888	0.43630333257157	4.98576375559096	6.17175204070958e-07	2.62187166387349e-06
gene-YGR169C	gene-YGR169C	120.864888798906	2.78656946670244	0.559491193555984	4.98054214042533	6.34063931788904e-07	2.69165903261951e-06
gene-YHR028C	gene-YHR028C	676.7593711225	-2.10483951924319	0.422633513940156	-4.98029486497665	6.34874664100062e-07	2.69314201624423e-06
gene-YMR262W	gene-YMR262W	172.234551838028	-2.4505777971822	0.49250632736853	-4.9757285561704	6.50026849130247e-07	2.75541519126598e-06
gene-YEL048C	gene-YEL048C	90.8346223724299	2.61635501025071	0.525875467626901	4.97523685989279	6.51679054991393e-07	2.76041411029373e-06
gene-YLR026C	gene-YLR026C	241.110317206648	2.32358159272967	0.46713839514688	4.97407538508813	6.55597948526627e-07	2.77389153840193e-06
gene-YBR076W	gene-YBR076W	73.8518861213618	-3.47459568280293	0.698549869562269	-4.97401235645524	6.55811259721546e-07	2.77389153840193e-06
gene-YCL012C	gene-YCL012C	284.224084715489	-2.53292345662329	0.509374172637559	-4.97261854386475	6.6054554469418e-07	2.79189308065165e-06
gene-YNL135C	gene-YNL135C	2331.40510873329	-1.95832613455798	0.393950843571043	-4.97099109321953	6.66115098896074e-07	2.81339640539536e-06
gene-YGR277C	gene-YGR277C	153.703200496649	2.48127063250214	0.499431701221672	4.96818809545459	6.75813936751174e-07	2.85229641996862e-06
gene-YCL031C	gene-YCL031C	904.387976985249	2.10430548423864	0.423914584207626	4.96398463896205	6.90614080351084e-07	2.91265490390844e-06
gene-YDR472W	gene-YDR472W	247.512365229444	2.24307320764999	0.451904195487872	4.96360341427764	6.91971692555111e-07	2.91627347974309e-06
gene-YOR128C	gene-YOR128C	1446.91428054799	2.27113617018165	0.458307532250588	4.95548514995793	7.21500332514816e-07	3.03633557382046e-06
gene-YJL168C	gene-YJL168C	316.244391720939	2.25678683526369	0.455407948315966	4.95552799113183	7.21341365588662e-07	3.03633557382046e-06
gene-YER137C	gene-YER137C	129.563300254156	2.39538117710062	0.483496538658798	4.95428816045989	7.25955565608096e-07	3.05288374384327e-06
gene-YLR295C	gene-YLR295C	1317.08640967945	-2.2722006556423	0.458785000399753	-4.95264808932825	7.32103020914758e-07	3.07651931827174e-06
gene-YBR117C	gene-YBR117C	583.889271508659	-2.47808636432249	0.500470456114807	-4.95151378876602	7.3638400910794e-07	3.09228306558492e-06
gene-YGL048C	gene-YGL048C	1684.08463088612	-1.95565341647235	0.395131214879279	-4.94937717605997	7.44513433876071e-07	3.12417319448931e-06
gene-YDR103W	gene-YDR103W	88.623391760531	2.54686307791209	0.514902352002621	4.94630305728167	7.56361750792786e-07	3.17161173805854e-06
gene-YLR286C	gene-YLR286C	706.7466231217	-2.35582653875201	0.476297394292691	-4.94612518771062	7.57052828793467e-07	3.17223069753587e-06
gene-YDR514C	gene-YDR514C	171.413348538281	2.27284666058145	0.46022582733807	4.93854652557748	7.87070015059244e-07	3.29564395832195e-06
gene-YOR229W	gene-YOR229W	206.183982292805	2.21325596595667	0.448596328805024	4.93373624312167	8.06713616407232e-07	3.37305686172565e-06
gene-YNR052C	gene-YNR052C	434.153826863775	2.10512642751967	0.42667401768803	4.93380506018736	8.06429289530585e-07	3.37305686172565e-06
gene-YJR091C	gene-YJR091C	361.455516718579	-2.14016627567472	0.433909819778715	-4.93228357165587	8.1273810223161e-07	3.39581410359765e-06
gene-YCR102C	gene-YCR102C	79.2591354851778	-3.38835604848966	0.687272950444115	-4.93014608868297	8.21681474679572e-07	3.43072587103338e-06
gene-YER171W	gene-YER171W	316.670214665779	2.14294595614353	0.435102561198594	4.92515132579379	8.42950939263852e-07	3.51701546281852e-06
gene-YMR302C	gene-YMR302C	980.01051305603	-2.04516308774005	0.415420575256892	-4.92311457244347	8.51775489337682e-07	3.55129537947432e-06
gene-YGR295C	gene-YGR295C	208.485702904313	-2.41602314317428	0.490981095872707	-4.92080685689102	8.61881534922836e-07	3.59086546705538e-06
gene-YHR072W	gene-YHR072W	852.389549397026	2.09713562330888	0.426394713947121	4.91829648612613	8.73006163383927e-07	3.63461981146361e-06
gene-YER168C	gene-YER168C	404.780397495314	2.05761062236493	0.418603137355119	4.91542092915413	8.85919024487614e-07	3.68575149389466e-06
gene-YPL206C	gene-YPL206C	619.32125219176	-2.03819794606973	0.414964854464774	-4.91173631728069	9.0273400267118e-07	3.7530330296237e-06
gene-YIL103W	gene-YIL103W	563.787302931684	2.10263447646018	0.42809655246079	4.91158937014042	9.03410938318762e-07	3.75317412595489e-06
gene-YPL015C	gene-YPL015C	233.09410053641	-2.49872221827224	0.508818219028749	-4.91083480273543	9.06894680332401e-07	3.76496746024198e-06
gene-YEL005C	gene-YEL005C	316.670078870208	-2.5647374495139	0.522557557622915	-4.90804775875933	9.1987457200224e-07	3.8161392159041e-06
gene-YGR074W	gene-YGR074W	222.410758573281	2.21960740755658	0.452451809245702	4.90573219556124	9.30794536040926e-07	3.85869865544807e-06
gene-YGL250W	gene-YGL250W	150.178367587455	-2.47180878507642	0.503904030855691	-4.90531655577151	9.3276781851637e-07	3.8641346747197e-06
gene-YGR169C-A	gene-YGR169C-A	458.213921834418	2.42214695617461	0.494248723564867	4.90066405979644	9.55132586210271e-07	3.9539779473116e-06
gene-YJR021C	gene-YJR021C	295.411870857808	-2.51748103425094	0.513793800808582	-4.89978865118469	9.59398030112749e-07	3.96882090841114e-06
gene-YDL090C	gene-YDL090C	134.596164938305	-2.56563213791595	0.523713371351778	-4.89892425563566	9.63627802951234e-07	3.98349538656257e-06
gene-YLR075W	gene-YLR075W	20062.7335206105	1.94941828510769	0.397961423958477	4.89851067904281	9.65657913817974e-07	3.98711923788634e-06
gene-YCR009C	gene-YCR009C	1101.81976521417	-1.96355837873003	0.400862834731825	-4.89832982407472	9.66546964447538e-07	3.98711923788634e-06
gene-YOR228C	gene-YOR228C	194.606005233158	-2.42069573652391	0.494188120524655	-4.89832846235554	9.66553661402976e-07	3.98711923788634e-06
gene-YBR273C	gene-YBR273C	556.051243695352	-2.08910046679174	0.426509363330187	-4.89813506198325	9.67505261186716e-07	3.98822613668564e-06
gene-YOR007C	gene-YOR007C	3617.43715939752	-1.90677441938469	0.389495104732006	-4.89550291189579	9.80546398621147e-07	4.03913149523757e-06
gene-YDL142C	gene-YDL142C	146.469189274557	-2.4190958886288	0.494597103996666	-4.89104337465977	1.00302856056543e-06	4.12882772074782e-06
gene-YDR096W	gene-YDR096W	689.681274576525	-2.22742457972875	0.455711837663805	-4.88779179217197	1.01973290683072e-06	4.19463070977511e-06
gene-YLR404W	gene-YLR404W	41.6060786704736	3.56168098527368	0.729529091282605	4.88216443707789	1.04927698506703e-06	4.31311955058892e-06
gene-YGL038C	gene-YGL038C	152.624561542455	-2.43184995359188	0.498162789959333	-4.8816370925464	1.05208742420234e-06	4.3216286383315e-06
gene-YMR246W	gene-YMR246W	1345.42740347909	-2.34100249549806	0.479596280532024	-4.88119401781254	1.0544543539665e-06	4.32830524901719e-06
gene-YJL158C	gene-YJL158C	735.205452569595	-3.0162127801775	0.617969619851475	-4.88084314064247	1.05633239471327e-06	4.33296710326169e-06
gene-YMR072W	gene-YMR072W	1452.45476533193	-2.11963543981006	0.434435057925623	-4.87906167133718	1.06591733317266e-06	4.36921311357359e-06
gene-YBL068W	gene-YBL068W	614.768790866383	2.07519388240033	0.425430574347636	4.87786728911638	1.07239034689669e-06	4.39266137181471e-06
gene-YJR054W	gene-YJR054W	104.634722215122	2.47329207518069	0.50707133075566	4.87760187801365	1.07383388427548e-06	4.39548974930996e-06
gene-YOR056C	gene-YOR056C	1034.58876364998	1.94843932686498	0.399762527779444	4.87399191136786	1.09365469485018e-06	4.4734845506941e-06
gene-YBL089W	gene-YBL089W	129.474477754367	2.3134104869405	0.474807046243817	4.87231709226267	1.1029695423013e-06	4.50842662353828e-06
gene-YPR169W	gene-YPR169W	980.841772930864	2.05347959029706	0.421503271170691	4.87179989041053	1.10586146170798e-06	4.51708422112628e-06
gene-YOL105C	gene-YOL105C	155.071952355793	2.44420243993646	0.50179174597391	4.87094987023469	1.11063018246495e-06	4.53339047206148e-06
gene-YDR127W	gene-YDR127W	431.525474377412	-2.29583571785917	0.471543214836411	-4.8687705508723	1.12294701806366e-06	4.57754822843586e-06
gene-YMR251W	gene-YMR251W	145.248039898684	-2.64263867967309	0.542774673429762	-4.86875826938352	1.12301680026043e-06	4.57754822843586e-06
gene-YDL079C	gene-YDL079C	241.275419944284	-2.2093098100285	0.45411743391218	-4.86506274598511	1.14420502021741e-06	4.66065924843618e-06
gene-YDR395W	gene-YDR395W	783.38678681592	2.23079449784706	0.459015552027375	4.85995406472418	1.17412992692125e-06	4.77588598149082e-06
gene-YMR165C	gene-YMR165C	308.768265790325	-2.52123522469035	0.51876674816635	-4.86005557141431	1.17352806954055e-06	4.77588598149082e-06
gene-YKR091W	gene-YKR091W	134.604860436685	-2.72908859978476	0.561701591886483	-4.8586093384907	1.18213121092881e-06	4.80508348063472e-06
gene-YMR008C-A	gene-YMR008C-A	68.7328481701974	-3.29228017093992	0.677774950828134	-4.85748280740867	1.18887456642495e-06	4.82913071970942e-06
gene-YOR176W	gene-YOR176W	235.777288610097	-2.39836868269983	0.493786195681018	-4.85709949706484	1.19117746908681e-06	4.83512022744071e-06
gene-YGR177C	gene-YGR177C	102.437598006894	2.51402948011105	0.518141474066471	4.85201360234778	1.22214238583644e-06	4.95736282566178e-06
gene-YKR031C	gene-YKR031C	244.91421196338	-2.32740567420138	0.479706738076793	-4.8517260431493	1.22391609399921e-06	4.96110988935653e-06
gene-YPR034W	gene-YPR034W	277.958395662324	2.30889359516306	0.476465673832696	4.845876045152	1.26054203794083e-06	5.10602628415033e-06
gene-YNL289W	gene-YNL289W	118.654627087896	3.91597683149097	0.80818831629314	4.84537669320945	1.2637167846353e-06	5.11533624959517e-06
gene-YLR241W	gene-YLR241W	379.92106802282	-2.17827243444355	0.449763953293112	-4.84314587350659	1.27799391912704e-06	5.16954297016251e-06
gene-YKL018W	gene-YKL018W	139.762851170035	2.29985891211622	0.475152645581038	4.84025277667106	1.29674081813483e-06	5.24174248992591e-06
gene-YBR023C	gene-YBR023C	301.367056965868	2.10035338219885	0.434028506924958	4.83920606293722	1.30358832948251e-06	5.26577514130757e-06
gene-YNL100W	gene-YNL100W	669.782542242515	-2.11358975764325	0.437098821066525	-4.83549635866341	1.3281380591892e-06	5.36123226243939e-06
gene-YDL106C	gene-YDL106C	347.928602842468	-2.08947747998394	0.432924370335437	-4.82642609923987	1.39004940436227e-06	5.60726909002252e-06
gene-YJR039W	gene-YJR039W	164.234543308192	-2.65076994336959	0.549272230180266	-4.82596752160514	1.39325214180781e-06	5.61630714898631e-06
gene-YIL077C	gene-YIL077C	466.409617330997	-2.07361605780353	0.429740562310252	-4.82527422279136	1.39810766600527e-06	5.631990646289e-06
gene-YMR140W	gene-YMR140W	471.314191777718	-2.28590210798748	0.473970358625502	-4.82287988349424	1.41500189600044e-06	5.69611452893417e-06
gene-YBR128C	gene-YBR128C	98.7236877461488	-2.88237390868787	0.597836039526057	-4.82134518182094	1.42593366090801e-06	5.73616456148867e-06
gene-YDR246W	gene-YDR246W	313.642698898976	-2.16052232201536	0.448722620425346	-4.81482818933308	1.47326590967342e-06	5.92248837104941e-06
gene-YNL026W	gene-YNL026W	228.215168623992	-2.29772595004765	0.477580368852961	-4.81118174008338	1.50040504993242e-06	6.02743584064385e-06
gene-YDR287W	gene-YDR287W	346.083127592049	-2.22808243834871	0.463131702001196	-4.81090460601411	1.50248719195928e-06	6.03164906428219e-06
gene-YBR070C	gene-YBR070C	77.5829324343435	-3.30775229398592	0.68826756817493	-4.80591044374943	1.54048849366209e-06	6.17995280928222e-06
gene-YPR046W	gene-YPR046W	44.8052919547133	3.35937424409068	0.699367173618007	4.80344856152136	1.55955967588925e-06	6.2521633435203e-06
gene-YHR031C	gene-YHR031C	312.759536783364	2.14567224150304	0.446959009933828	4.80060183107329	1.58189511881271e-06	6.33735196191475e-06
gene-YPL149W	gene-YPL149W	554.682407638487	-2.21673471055889	0.461936190645212	-4.79878986632905	1.59627160330806e-06	6.3905605956853e-06
gene-YMR247C	gene-YMR247C	328.381513330059	2.06353319765823	0.430027416555706	4.79860845660969	1.59771784065608e-06	6.3919664399654e-06
gene-YPL006W	gene-YPL006W	349.057925324767	-2.21690527130349	0.462632464888516	-4.79193623352334	1.65179406821624e-06	6.6037821754645e-06
gene-YMR276W	gene-YMR276W	959.391214092175	-1.92533556808172	0.401889720136283	-4.79070618534066	1.66195341822996e-06	6.63801175800994e-06
gene-YAL001C	gene-YAL001C	254.088713137192	-2.18028955917427	0.455115938557795	-4.79062448589107	1.66263032211933e-06	6.63801175800994e-06
gene-YOL018C	gene-YOL018C	205.566314438802	-2.23584517490674	0.466890725849464	-4.7887975732198	1.67783622744378e-06	6.69414221434677e-06
gene-YDL076C	gene-YDL076C	263.973288448773	2.07971371612401	0.434300779343704	4.78864836316154	1.67908403145304e-06	6.69454473469357e-06
gene-YGR214W	gene-YGR214W	4338.19031246973	2.16674096347388	0.45261893336586	4.78711959166423	1.69192023164986e-06	6.74111835640973e-06
gene-YLR299W	gene-YLR299W	201.580137603736	-2.2238805524875	0.464727251147201	-4.78534569900463	1.70693278865529e-06	6.79629378402517e-06
gene-YMR027W	gene-YMR027W	1381.8990284684	-2.04863910688717	0.428195069656975	-4.78435940079442	1.71533518214882e-06	6.82509301854305e-06
gene-YFR010W	gene-YFR010W	906.237050942197	-2.06727786441032	0.432529261237932	-4.77950984979284	1.75723063832019e-06	6.98702672743527e-06
gene-YKR036C	gene-YKR036C	161.845468351066	2.31160993571004	0.484141201711243	4.77466063111225	1.80010553444037e-06	7.1526317253427e-06
gene-YPL171C	gene-YPL171C	149.977472350583	-2.83467702067759	0.593813896256186	-4.77367915865452	1.80890481233194e-06	7.18270570719833e-06
gene-YGR063C	gene-YGR063C	159.495482059621	2.29246234392296	0.480930122222619	4.76672647021639	1.87243238250106e-06	7.42990334239204e-06
gene-YDR459C	gene-YDR459C	202.961079018082	2.12614352999122	0.446207882274196	4.76491701391481	1.88931391281004e-06	7.49179708496754e-06
gene-YGR093W	gene-YGR093W	438.443369278675	2.0018203496975	0.420212147700293	4.76383265132368	1.89950057092719e-06	7.52707727936321e-06
gene-YOR116C	gene-YOR116C	839.91487725123	2.03252043615454	0.426715446502592	4.76317520917816	1.90570235025232e-06	7.54652959187434e-06
